customer_id,registration_date,age,gender,location,account_type,login_frequency,transaction_count,avg_transaction_amount,total_spent,customer_service_interaction_count,churn
d0586361-b54c-4bc8-aace-4029ebcc96b7,2022-02-28,20,Female,West Brandonport,loan,15,89,987.3,87869.7,6,0
29459d51-17cd-4cef-bd4f-ffa5fa6ee06a,2020-01-04,48,Male,South Christopher,savings,18,219,869.83,190492.77,0,0
6070999c-7176-46d0-9ef2-81d6fdf48a3b,2024-07-13,67,Female,Lake Brandy,,25,33,205.7,6788.1,8,0
9da04bf4-39c0-4906-b69c-aade4886558a,2025-07-14,59,Female,West Ryanchester,loan,8,187,502.8,94023.6,10,0
29c3aa79-defd-4386-b16c-2d531ffe8a90,2024-07-27,46,Female,Port Kenneth,checking,11,36,349.66,12587.76,1,0
aec396ac-89b8-4fa1-b3ed-a462bb931b93,2023-03-29,60,Female,Robbinsside,loan,7,160,185.77,29723.2,0,1
c0eb9752-8a4d-4fa8-a1d7-b5ef69aca737,2022-06-03,25,,Abbottborough,savings,27,55,282.57,15541.35,6,1
f0dbb677-2235-4385-bc81-58756fa867a1,2025-06-01,47,Female,Brucemouth,checking,21,435,627.07,272775.45,6,1
012c79dc-25c8-457f-8bf2-509a68edff54,2024-03-22,21,,Clarkstad,,3,207,222.24,46003.68,10,1
95a7f77f-2358-48d2-ab08-4d5ef5982520,2022-05-07,41,,Harveymouth,loan,22,211,855.0,180405.0,4,0
c9728126-f3f9-494b-8424-38a6fa54c984,2023-08-03,40,Female,Port Kathryn,checking,21,337,449.98,151643.26,9,1
b7bb41e6-fc6d-43ec-ab25-8cb7efa6398f,2024-01-23,46,Female,Lake Michele,savings,4,159,468.98,74567.82,6,0
34389a0d-6281-4f6b-b1a5-0471cea6d7f0,2022-10-10,30,,Leton,savings,23,437,971.3,424458.1,5,0
14370c7d-325c-4108-addf-e540f3644e35,2020-02-27,43,Male,Morganview,loan,12,22,794.34,17475.48,5,0
50a3b3a3-fb26-497f-891a-807cbee3a10c,2020-07-03,20,Male,East Bryan,savings,28,265,99.65,26407.25,8,0
b1684606-5e6e-4ffd-bee3-c627d3774702,2020-04-20,59,Male,Hannahton,loan,8,401,251.22,100739.22,8,0
95abc21b-95b1-407f-91af-bbf0871febc6,2024-02-02,22,Male,Amymouth,savings,20,481,450.46,216671.26,9,1
2ee2c629-53c6-4f2b-b162-7c02f387f9d1,2022-01-03,63,Female,Garciafort,,20,472,43.72,20635.84,9,0
89a41bfc-d3ee-4e3f-9743-3f708441d0b2,2020-01-28,33,Female,South Kimberlytown,,8,456,839.94,383012.64,5,1
cc0adcd9-014c-472c-b390-a90d593cc93c,2023-11-18,32,,New Spencerstad,checking,13,337,48.47,16334.39,7,1
dc949f3d-672c-44a0-aa87-bb308b1b5913,2020-06-17,46,,Youngburgh,checking,3,90,645.17,58065.3,9,0
fb1a14d2-5f47-434f-aef2-6c17eb27367f,2024-01-23,66,Male,West Stephanie,loan,2,219,695.69,152356.11,7,0
a004ea56-8261-4620-ab45-c197e27164b6,2021-10-09,45,,Michaelside,savings,17,367,764.97,280743.99,8,0
23604230-361b-4fb3-bc24-badf5e447462,2021-04-21,70,Female,South Jody,savings,7,31,101.69,3152.39,10,0
60265caf-9ce5-4994-80e5-d48ce61aca2f,2022-05-06,57,Male,West Davidberg,savings,8,453,670.03,303523.59,8,1
d4716c7c-4c0f-4d1b-9abe-3914a882d3f9,2022-02-25,35,Female,East Whitney,loan,27,262,856.25,224337.5,2,0
73d726f0-2630-4f15-ba89-10c70f00abe5,2023-01-28,39,Female,Lake Lorifurt,checking,6,255,804.0,205020.0,3,0
52c4c732-ee88-479d-b311-8dbed19281ed,2023-08-19,33,Male,Shelbystad,loan,2,448,559.51,250660.48,10,0
9d04e608-167b-4d62-84dc-a19d985708ab,2023-04-18,55,Female,Hernandezburgh,savings,9,441,627.98,276939.18,5,1
0b4bc73f-680f-4db2-99fe-535b1cd38ea2,2021-02-01,56,,East Logan,checking,4,305,450.97,137545.85,4,1
e88add6c-3b8a-4631-9fb3-a8c6d938d0c1,2020-08-15,20,Male,Josephton,loan,2,422,532.2,224588.4,4,0
4e40cc93-5187-4067-9c2f-57eb9ed1c0a7,2025-01-09,64,,Mckinneyfurt,checking,26,85,144.04,12243.4,4,1
427fe132-9c1e-4a04-a8ec-0f35f45dda09,2024-01-30,25,Female,West Jonathanbury,,24,32,48.95,1566.4,10,1
bccffe6a-a20f-481a-83ab-0f89a4795a68,2024-03-23,51,,New Kristineport,loan,3,435,152.06,66146.1,9,0
02278c8f-8250-4d64-8fd4-edee950e5bce,2025-04-13,51,,Hamiltonville,,9,42,171.9,7219.8,0,1
9010ba3d-892d-41cc-bb33-8024e5816ee0,2020-08-04,61,Male,Ryanbury,,24,261,987.13,257640.93,7,0
8905658b-f487-47c9-94b7-605fb288a904,2024-12-26,52,Female,Kruegerton,,28,59,539.24,31815.16,1,1
2481c18b-f1bb-42e9-88cb-83ad74259e2b,2020-02-23,21,,New Maria,savings,20,261,936.76,244494.36,8,1
091ce088-5bd2-476b-88c0-4b29cd8b720e,2021-05-19,42,Male,Port Richard,loan,21,14,569.91,7978.74,6,1
813f955a-ab6f-4cdc-9110-c73b097aaa95,2021-08-15,46,,Amyport,savings,15,420,140.25,58905.0,3,1
13e98a40-0be3-4977-88b9-cf5ca89f8764,2022-02-27,46,Female,Carpentermouth,savings,21,21,553.03,11613.63,10,0
08a86240-41a7-4970-be73-c844f460cfb0,2021-04-07,68,Male,Lake Cheryl,loan,27,400,273.72,109488.0,5,1
4cb51faf-8541-45e0-bc90-a664c9a6d323,2021-05-19,31,Male,Port Tracy,,25,26,747.95,19446.7,5,0
a1c4678e-e3c6-4f0a-aa07-d0153c5d7d1c,2025-02-10,42,,Port Belindaburgh,savings,2,394,539.27,212472.38,5,0
94f52886-4b96-43bc-9456-3d42ad42a459,2020-01-06,22,Male,New Lukeview,checking,22,126,841.79,106065.54,1,0
208b3683-b8dd-4a85-9746-2bf1f86a4d16,2020-11-14,52,Male,Campbellfort,savings,2,47,917.7,43131.9,8,0
8db0168d-79b7-42cd-bde3-664a5798f0c2,2020-11-21,25,,Cruzmouth,loan,15,172,787.96,135529.12,8,0
b05c6f3f-bbf4-406a-87f6-2b3023862d32,2025-06-07,55,,Port Williammouth,,28,42,747.66,31401.72,9,1
fc9adc07-ca6c-47d0-8d8b-94afa55edf69,2022-02-28,26,,Nunezburgh,loan,12,369,880.19,324790.11,5,0
4e9a2d25-3396-4c40-9467-9e4db1c6ab1c,2021-02-24,47,Male,Emmashire,loan,20,35,991.99,34719.65,8,0
626e0ca7-888c-4bdd-b6aa-af19d61484b7,2024-06-12,61,Male,Kellyland,checking,16,172,978.29,168265.88,3,0
23749ac5-93f7-4551-b73f-aae89587832b,2021-05-10,21,,Danielleborough,savings,10,405,726.16,294094.8,9,1
ad957120-b38c-421f-975d-a89b69795e7e,2024-05-21,50,Male,Brandibury,loan,14,208,543.28,113002.24,4,1
50b0d4d3-5018-48c8-8ccc-3f8be5cf467f,2024-06-29,54,Male,Port Jenna,savings,27,314,593.89,186481.46,10,1
c619baf9-eaf1-4c8f-8a8b-eeed7c6b5629,2022-05-10,31,,Jordanbury,,6,420,800.35,336147.0,0,1
0801290a-660b-4a19-aa35-244a626c471b,2020-10-21,47,Male,Amyview,loan,10,94,708.26,66576.44,1,1
9b4cbdd0-3600-435d-b2b3-472d72cf42ad,2023-10-27,67,Female,Samanthashire,savings,2,486,854.4,415238.4,2,1
8b47ac05-d455-438b-8204-ea66c7eaef7f,2020-01-29,27,Female,North Bradleyfurt,checking,23,493,58.73,28953.89,1,1
bfbb91fe-c1ed-4975-850d-09f406ed4e05,2024-12-02,49,,East Amanda,savings,12,182,603.71,109875.22,10,0
388acf5b-9093-4066-8627-1d46ab8b0023,2025-02-07,69,,Audreyfurt,savings,9,343,462.78,158733.54,5,1
ad3d62f6-2f0d-40bf-b6b5-d68e835402fc,2020-02-20,66,Female,Port Valerie,loan,21,347,278.93,96788.71,6,0
f4ce7bac-b5ff-46ef-bdc7-6795bb0187ff,2021-05-03,49,,Chambersfurt,checking,23,424,392.37,166364.88,9,1
ad68d1cf-6d5a-40f3-a303-ce2ebcc23501,2021-05-02,41,,West Curtisside,checking,4,183,431.1,78891.3,4,0
c65a708c-597f-4c8d-9a93-5e6c76479576,2020-07-23,58,Male,Erikville,,5,411,352.24,144770.64,5,1
0d408c2a-63bc-43bf-9414-c1ab72ad931f,2021-04-19,50,Female,Peggyfurt,,1,178,879.08,156476.24,5,1
324255ff-4501-45a8-8c60-d1b30570e61b,2021-07-25,63,,Harrisborough,savings,25,474,491.51,232975.74,6,0
824bcd14-fd79-49c5-8afb-b8f2b6c3840d,2021-02-09,20,,Laurenton,loan,16,57,524.89,29918.73,7,0
35b93be9-ad00-43eb-b21e-f0925c329148,2024-02-03,21,,West Christinatown,savings,26,114,218.37,24894.18,4,1
36c6942f-f7ba-4074-8b05-80e07d18431a,2023-08-11,35,Female,South Michele,checking,13,473,861.62,407546.26,5,0
b7d2c484-c6d2-493c-9114-b6c1e039fd75,2022-05-20,62,Male,East Michaelberg,checking,14,67,608.33,40758.11,0,1
83d79687-f0de-4ef3-9b16-7c75f8a5ed76,2020-02-25,66,Female,Jeremyport,savings,13,319,686.84,219101.96,7,0
8ff66ac7-6c60-4a3e-9816-615bde5c948c,2025-05-03,32,Male,Morseburgh,savings,7,180,450.43,81077.4,2,1
47772141-4ed4-4040-9a98-859e1d0ca9f4,2021-01-30,40,Female,Samueltown,savings,25,168,601.15,100993.2,5,1
f06a9469-39cb-4834-be01-da705db4e943,2023-05-15,59,Female,New Sharonstad,,24,355,453.3,160921.5,4,0
489493d8-acc3-4078-a966-db5579d88a00,2020-11-29,18,Female,Port Shawn,loan,2,298,305.4,91009.2,1,0
2512fbac-4403-49f0-8f0a-4098a5d1c73a,2020-01-13,56,Male,Lake Annettefurt,checking,1,163,687.79,112109.77,4,1
03cb03fc-7f33-4fb9-b9f3-25a2a5519f13,2020-12-10,56,,Evansfort,,2,232,97.2,22550.4,8,0
e964617c-9afe-4cf1-969a-47f8514d158a,2025-05-10,28,Female,North Jeffrey,savings,16,165,225.08,37138.2,6,1
305f76a4-66d0-4dde-90ee-4ba8b7eea379,2024-04-07,63,Female,New Kenneth,loan,6,273,982.1,268113.3,8,1
bbac06cc-07b1-4605-b7db-7fcd09fd2a11,2024-01-28,32,Female,South John,loan,24,132,115.47,15242.04,5,0
4a05790a-d86a-4dfd-be21-e5276803f108,2020-06-08,59,Female,Harmonland,savings,24,383,238.71,91425.93,9,1
f13445d1-10a9-4c23-b7d9-cd0cd1075115,2024-06-03,61,Female,Port Rebeccatown,loan,14,78,480.29,37462.62,2,0
72ad34b6-4d0c-4432-bb62-bb07be889bc6,2023-12-07,55,,Lindseyside,savings,1,174,175.75,30580.5,5,0
02eaed65-ae4a-4bd1-a405-2edafb86b4d6,2023-05-01,50,Male,Lake Janet,,5,270,135.83,36674.1,6,1
86b72639-e387-4a76-91ce-cda34f7e421b,2023-01-26,61,,North Mirandaton,loan,1,459,119.67,54928.53,5,1
16ddda36-0beb-43cf-b829-c4b40336640e,2021-06-16,33,Female,Romanville,savings,13,339,608.2,206179.8,10,1
107930d4-82cc-44b1-926c-5ef07aebda49,2023-03-17,50,Male,Port Jasmineland,savings,28,453,187.06,84738.18,3,0
1411eada-c8d8-4412-b335-88e2b86c6994,2022-09-22,45,Male,Julieview,,23,273,906.35,247433.55,10,1
a43f2953-26ac-4969-af1c-209ff982eba7,2022-12-29,69,,Port Helen,loan,8,12,992.54,11910.48,0,0
d28852b5-3344-48e4-9b87-122c77de2bdc,2022-12-13,18,Female,Port Paulbury,checking,18,299,979.32,292816.68,5,0
a0e17d59-54fb-4877-90fe-fbf7ce30e694,2024-10-05,66,Female,Shannonmouth,,4,381,481.87,183592.47,8,0
1f603351-87cc-4a16-8add-5b7474e81afa,2025-01-22,21,,Erikastad,savings,30,353,329.69,116380.57,9,1
a4e7edda-94c7-4b77-bc81-f29553087480,2025-04-01,70,Female,Lake Matthew,loan,17,43,155.75,6697.25,10,0
e60d83da-0522-4392-8e3b-4930b8938f12,2021-08-19,21,Female,Charlestown,,18,390,745.35,290686.5,6,0
ac9fffdd-6d1a-46b7-9355-0a347e9c11d0,2023-04-03,36,Male,New Sharon,savings,26,103,882.69,90917.07,4,0
8dde8235-98ff-47a6-b712-a67bd47a4b59,2023-03-01,70,Male,Lake Charlesborough,savings,2,145,502.22,72821.9,2,1
412a18e3-ce18-407b-8065-fe0141141ef5,2025-07-04,18,Female,Coreyville,checking,27,420,363.92,152846.4,7,0
f0e78033-9886-4ae7-ada9-2c30c2d8edef,2021-06-04,55,Female,Port Bryanshire,checking,30,176,53.61,9435.36,7,0
1bd98d6f-23b9-4774-aeef-f7ec0850bbc0,2022-10-18,21,Female,Emilyberg,savings,16,347,947.56,328803.32,3,0
d743e626-bd0b-4e1f-b6bf-edadde8db283,2020-04-25,52,Male,Port Erin,,13,218,611.67,133344.06,5,0
aa15ba5e-d0b7-478c-8049-40ad219617a3,2022-09-22,66,Male,Thompsonbury,loan,25,262,394.29,103303.98,4,1
d38d81d2-826d-4739-8aac-3a02f6f3a833,2021-08-29,39,Male,Jonathantown,savings,7,435,742.15,322835.25,2,0
73a4d673-3944-4558-a96f-4f3884498616,2023-11-13,63,,South Angiestad,checking,29,392,185.82,72841.44,2,1
c1e992c1-6dc9-4fd5-8364-10ff188e129b,2023-12-15,60,Male,Wagnerbury,loan,12,141,215.89,30440.49,4,0
f0482e61-d562-43b7-a468-5bb9761e20f1,2020-01-29,18,Female,Marshview,checking,17,441,269.94,119043.54,6,0
105f805e-8b18-471b-8717-f644ebbb3f9a,2022-12-12,42,Female,Mariaton,,7,179,761.55,136317.45,4,0
e1163454-2ddc-4cb3-a6a1-994b52d89912,2024-12-15,65,Male,Lake Jameston,savings,14,334,54.79,18299.86,8,0
f8abbf47-9ac6-4308-98f2-2788d8b89e86,2024-05-31,62,Male,Annashire,loan,25,241,695.65,167651.65,0,1
12cb01db-60a8-41a2-8e80-7bc52dd5f0ee,2023-11-12,56,Male,Larsonchester,loan,21,356,175.69,62545.64,9,0
b51b88d0-598b-4fbe-9511-8793f0f15184,2021-09-01,61,Female,North Alexisville,savings,11,149,852.17,126973.33,0,0
5d5d1c20-f2a9-47df-87a6-3498ec8a06cd,2022-11-22,69,Male,East Lindafurt,savings,22,185,930.54,172149.9,9,1
92ecf418-40ae-44fe-bfe1-ff6e9073a6e4,2020-03-19,53,Female,New Martha,loan,12,228,531.73,121234.44,7,1
86a07971-c54b-41b1-9c86-9d0372e2f231,2022-08-07,23,Female,North Patrickstad,checking,3,319,676.21,215710.99,4,1
2ec9080d-8a0b-4820-9b62-2d9974f7b45a,2024-07-01,42,,East Jaclynmouth,checking,28,53,262.77,13926.81,6,0
96cd7878-99f9-4f66-8c44-e1dfa0c2c7d3,2024-06-17,32,Female,Tabithaport,loan,19,215,281.83,60593.45,4,1
e9008286-1f83-4dff-ad27-45c5b9b6dec5,2020-10-30,69,,Christopherport,,16,164,967.35,158645.4,4,1
3bffe819-d6a0-41ce-8453-bd65739c159c,2025-01-11,20,,Ashleyfurt,,8,130,585.76,76148.8,7,1
8e7265fb-9f38-43a1-bf32-d045f3509848,2020-05-12,52,Female,Port Stephaniechester,checking,30,482,197.64,95262.48,9,0
0242b864-2b3b-40e3-9144-8b055004a560,2021-01-09,62,,Rachelchester,checking,14,382,561.41,214458.62,5,0
f27590c1-0f5d-4a77-94e7-ae1b67d70a29,2024-09-18,33,,Orrfort,checking,18,145,713.14,103405.3,4,0
cbaae648-1fb8-4381-904b-b19cef116b92,2020-10-07,38,Male,East Douglas,savings,21,107,509.32,54497.24,6,0
65d5f4ac-d075-4170-a85c-58ad6583dd9a,2022-04-11,23,Female,Brittneyshire,,12,363,112.6,40873.8,7,0
a3d96879-d043-4f70-a2ed-674e78a3787d,2020-12-04,32,,Teresatown,loan,3,129,741.78,95689.62,9,1
df0b7028-4f19-4a3d-8131-60e523786049,2024-06-12,60,,West Brett,checking,6,192,645.78,123989.76,3,0
3a65028e-6523-4561-afe8-af46e61d75f2,2025-01-02,57,Male,Martinezside,savings,2,339,691.14,234296.46,2,1
1b2acff3-1306-4cf0-bd4c-b57cf60e79e8,2023-09-22,60,Male,Port Derek,,27,296,511.47,151395.12,8,1
e0a04181-6c38-456f-942f-349c8a06ff04,2021-02-06,26,Male,North Samantha,,1,402,53.48,21498.96,6,0
b9dcfb2d-1d1c-4e05-80c0-04ad7d279455,2025-06-25,54,Male,Kellermouth,,9,395,304.21,120162.95,4,1
2d7122ed-1225-4c74-bd09-845db98bf842,2020-12-29,53,Male,South Johnshire,,1,420,486.85,204477.0,1,0
0a41badb-fb8b-43a4-b576-a5a1b4cad278,2020-12-04,19,,Johnville,checking,1,136,327.58,44550.88,8,0
abd806dd-c642-4b9a-9bc7-e7b20b3c372a,2020-05-17,59,Female,West Jacqueline,,11,461,371.35,171192.35,7,0
065013dd-2697-42cb-a6c1-591fddc8e347,2024-06-04,41,,Brittanyville,checking,26,201,745.82,149909.82,8,0
a0f8b8b5-f4da-4658-a55c-00634672cb1c,2025-07-22,58,Male,Harrisside,,12,463,645.59,298908.17,3,1
c4ffd2f7-81fb-4fa0-b429-a26f873c6657,2021-07-03,38,Female,Morganfort,checking,17,238,989.98,235615.24,0,0
d7b2e26c-a835-4472-87d0-3d311df14805,2020-04-15,39,Male,Lake Williamstad,savings,9,427,549.37,234580.99,4,1
d98a4605-0f42-49b4-b0fc-79a43c164f71,2021-10-16,57,Female,South Brian,loan,26,48,140.93,6764.64,10,1
698f887c-3b8c-4469-9bf0-8560dfcd661f,2024-05-02,33,Female,North Joeview,checking,14,217,628.52,136388.84,4,1
0f498b03-6af5-4ffb-a5df-dc9544919d25,2021-07-11,24,Male,Kimberlyborough,,26,73,908.64,66330.72,3,0
