gender,location,account_type,age,login_frequency,total_spent,customer_service_interaction_count,registration_date_year,registration_date_month,registration_date_day,churn
female,joshuaview,checking,-0.3816746537655627,0.5092020438642008,-0.8728281379569061,5.19933758270342,-0.6226211131134609,-1.0978447837084992,0.9979196589738001,0
male,matthewburgh,savings,-0.5394308637341483,0.32161055351265844,-0.8659936966985043,-5.199337582605575,-0.12958231367213702,5.19933758270342,1.873053040341307,0
female,fredstad,loan,0.2966067370967755,0.7039217888285135,-1.1561490686595548,0.214919822566405,0.33087257172641926,-1.0978447837084992,0.9979196589738001,1
female,richardsonview,checking,0.6119957936995944,-0.01380069383179158,0.6357601224111895,0.7380888474045281,0.33087257172641926,-0.005018295886876338,-1.025122680009755,1
male,lake dawnmouth,checking,1.164443705970982,-0.1842034490195002,-0.215385190013158,-0.24454751539312974,5.19933758270342,-1.0978447837084992,-1.025122680009755,0
female,north joseph,loan,-0.9835733673308722,1.061884134877072,-0.44764513289254654,0.214919822566405,-5.199337582605575,0.214919822566405,-5.199337582605575,0
female,mccarthymouth,loan,-0.7087518565195292,-5.199337582605575,0.6828597384968302,0.214919822566405,-5.199337582605575,5.19933758270342,1.1497417570435928,0
male,south jessica,savings,-0.7680753131709815,5.19933758270342,-1.1187133199857566,-0.48930663465583857,-0.6226211131134609,0.634851110209644,-5.199337582605575,1
male,west brenda,checking,-0.332198018703997,0.4142668635342554,0.5944866575731172,0.7380888474045281,-5.199337582605575,5.19933758270342,-0.8995338605921868,1
female,east rodney,loan,-1.368450292253209,-0.3588334068058776,0.2737731858558928,5.19933758270342,0.33087257172641926,0.4224827724521058,-0.13337869485727427,0
female,lake jacob,savings,-1.2585076890467706,-1.3432866315231822,-0.4998550468140574,-1.1047469132423215,5.19933758270342,-0.4808394206668124,-0.8995338605921868,0
female,lake michael,loan,-0.7087518565195292,-1.3432866315231822,0.9311593034885804,-0.012546016181542559,0.33087257172641926,-0.005018295886876338,-0.48648036042064524,1
female,port susan,savings,-1.679302556120626,-0.1842034490195002,0.11278923130742236,1.0864560455350232,0.33087257172641926,0.4224827724521058,0.9979196589738001,0
male,lake john,loan,0.24972140621486769,-0.4514688766453589,-0.7136354421776034,-1.1047469132423215,0.33087257172641926,-0.7546642694731029,0.9979196589738001,1
male,tammyberg,savings,-0.5939395388892443,-1.6113332511692398,-0.09372658268368847,-0.48930663465583857,-5.199337582605575,5.19933758270342,-1.025122680009755,0
female,new jasonview,savings,-0.28091084964604396,5.19933758270342,-0.2767878528507025,1.0864560455350232,-0.12958231367213702,0.634851110209644,-1.352622764219689,0
female,east tammy,loan,5.19933758270342,0.6044484299541532,0.6996636619783556,-1.1047469132423215,-0.6226211131134609,1.184446818906046,-0.7884553079874757,0
male,lake haleyview,checking,1.368450292253209,-1.1521748037349773,0.4509129726940193,-0.7563331967496455,0.8735150946146939,0.214919822566405,-1.025122680009755,0
female,tuckerton,loan,0.6119957936995944,1.6590927841580632,-0.5657784999562884,-0.48930663465583857,-5.199337582605575,-0.23679888988190287,-0.580523622286316,1
female,robertland,loan,0.15619936674212687,-0.4514688766453589,-0.12766959643370282,1.0864560455350232,0.8735150946146939,-1.0978447837084992,0.3722459868401697,0
female,port robert,checking,-0.12452336608306731,1.401176963756683,1.3711580005910775,-1.1047469132423215,5.19933758270342,0.214919822566405,-0.7884553079874757,1
female,clementschester,savings,-0.908974922317965,0.6044484299541532,-0.7376127818596878,-0.7563331967496455,-0.12958231367213702,-5.199337582605575,0.287442172763095,1
female,lake samuel,loan,0.3428228539644613,-1.6113332511692398,-1.2306017860294647,0.214919822566405,-0.6226211131134609,0.4224827724521058,-0.04894771798160358,0
female,west andrew,loan,-0.8355583582575467,-0.7529974415343901,-0.5188721922128364,-0.012546016181542559,-0.12958231367213702,-0.005018295886876338,-1.6067550689692431,1
female,thomasville,checking,5.19933758270342,0.5092020438642008,-1.1656710331719018,-1.1047469132423215,-0.12958231367213702,0.87719564638236,-0.48648036042064524,0
female,hunterchester,savings,0.15619936674212687,0.4142668635342554,0.697049694767925,5.19933758270342,-5.199337582605575,5.19933758270342,1.3310177115031379,1
female,new allenhaven,savings,1.4941549086209052,0.5092020438642008,-0.13607638320193283,-5.199337582605575,-5.199337582605575,1.184446818906046,0.287442172763095,0
female,port angela,savings,0.2966067370967755,-0.9979196589738004,1.9104123292162303,-5.199337582605575,5.19933758270342,-0.4808394206668124,-0.22134370153416602,0
male,barnesfurt,loan,0.8516751900941525,1.2075322646773317,-0.8882044441268,0.7380888474045281,5.19933758270342,-0.005018295886876338,0.033879835403491765,0
female,lopezmouth,savings,1.4941549086209052,0.9339099412610548,-1.8623949016500565,-5.199337582605575,0.33087257172641926,-0.005018295886876338,-0.8995338605921868,0
female,robertland,savings,0.49922963766005257,0.7039217888285135,0.16757249839638064,0.7380888474045281,0.33087257172641926,0.634851110209644,1.1497417570435928,0
male,justinfort,loan,1.261282157758418,-0.4514688766453589,-1.7238369471591457,0.214919822566405,-0.6226211131134609,0.634851110209644,-1.352622764219689,1
female,north jessica,checking,1.261282157758418,-0.9979196589738004,0.7590984637230854,-0.7563331967496455,0.33087257172641926,-5.199337582605575,1.1497417570435928,0
male,north neilbury,savings,-1.368450292253209,-0.8680163439466392,0.9089328439562709,-0.24454751539312974,-0.6226211131134609,0.634851110209644,-1.025122680009755,0
male,smithstad,checking,1.4941549086209052,1.2075322646773317,-1.0982040689167656,0.4626104126272192,0.8735150946146939,-0.005018295886876338,-0.13337869485727427,1
female,port lynnhaven,loan,0.15619936674212687,0.32161055351265844,-0.5889744178513276,-1.1047469132423215,5.19933758270342,-5.199337582605575,-1.352622764219689,1
male,youngchester,savings,-0.07534534997376305,-0.09801306125907777,0.7568620998337268,0.7380888474045281,0.8735150946146939,0.634851110209644,0.8716792497377875,0
female,clarkview,savings,5.19933758270342,0.32161055351265844,-1.4526568716725488,-0.7563331967496455,0.33087257172641926,1.184446818906046,1.3310177115031379,0
male,luismouth,checking,1.368450292253209,-0.7529974415343901,0.1017081490666593,0.214919822566405,-5.199337582605575,0.87719564638236,-1.1768904376238725,0
male,west nicolestad,checking,0.9184977079651129,0.7039217888285135,-0.37739026064992526,-0.48930663465583857,0.8735150946146939,-5.199337582605575,1.1497417570435928,0
female,cunninghamtown,loan,-0.3816746537655627,-1.1521748037349773,-0.671990157547776,5.19933758270342,0.8735150946146939,1.184446818906046,-0.580523622286316,0
female,richardtown,savings,1.4941549086209052,-0.01380069383179158,-2.15646052947521,0.214919822566405,5.19933758270342,-0.005018295886876338,-0.307111166190688,1
male,port scott,savings,-0.5394308637341483,-0.6471768109382816,-1.0643919969503781,-0.7563331967496455,-5.199337582605575,-5.199337582605575,0.9979196589738001,0
male,jasontown,savings,-0.9835733673308722,-0.09801306125907777,1.2640836582993575,-0.24454751539312974,0.8735150946146939,0.634851110209644,0.287442172763095,1
female,east brandon,checking,-0.3816746537655627,0.9339099412610548,-0.09160854411266585,-1.1047469132423215,-0.12958231367213702,-1.0978447837084992,1.3310177115031379,0
female,carterfort,checking,-1.2585076890467706,-1.3432866315231822,0.43516024763347594,-0.48930663465583857,-5.199337582605575,0.634851110209644,0.5583922312531168,1
female,new andrea,savings,0.7249732056113145,-1.1521748037349773,0.6558068764350865,-5.199337582605575,-0.6226211131134609,0.87719564638236,1.1497417570435928,1
male,port christina,loan,1.072972882447743,-0.8680163439466392,-1.8171974143612666,1.0864560455350232,-0.12958231367213702,-0.23679888988190287,0.287442172763095,0
male,williamsview,savings,-0.9835733673308722,-1.1521748037349773,-1.6803498742593581,0.214919822566405,-0.12958231367213702,1.184446818906046,-0.22134370153416602,0
female,lake deanna,savings,-0.28091084964604396,-0.01380069383179158,2.4570184188551054,0.214919822566405,-0.12958231367213702,0.634851110209644,-1.352622764219689,1
female,nathanborough,checking,-1.9105995981591772,-0.4514688766453589,-0.8799654588091113,1.0864560455350232,0.8735150946146939,0.4224827724521058,-0.13337869485727427,1
female,north jasminechester,checking,-0.3816746537655627,0.15112149093066193,-2.17026206716178,0.214919822566405,0.33087257172641926,-0.7546642694731029,0.9979196589738001,0
female,powellview,checking,1.072972882447743,5.19933758270342,0.5938001077417056,-1.1047469132423215,5.19933758270342,-0.005018295886876338,-1.025122680009755,1
male,north ashley,savings,0.24972140621486769,0.6044484299541532,0.0868148442724448,-0.012546016181542559,0.8735150946146939,-0.005018295886876338,0.287442172763095,0
male,new brentberg,savings,-1.9105995981591772,0.15112149093066193,-0.0014595214805664064,-0.24454751539312974,-5.199337582605575,5.19933758270342,-1.025122680009755,0
female,rosalestown,savings,0.5569266030950195,0.9339099412610548,1.1003428757677225,-0.012546016181542559,0.8735150946146939,-0.005018295886876338,-0.13337869485727427,1
female,west brandonport,loan,-1.679302556120626,-0.01380069383179158,-0.07362220728913237,0.214919822566405,-0.12958231367213702,-1.0978447837084992,1.3310177115031379,0
male,south christopher,savings,0.20209834734161103,0.2342191939146195,0.6599233923311426,-5.199337582605575,-5.199337582605575,-5.199337582605575,-1.1768904376238725,0
female,lake brandy,savings,1.4941549086209052,0.9339099412610548,-1.6686914141324323,0.7380888474045281,0.8735150946146939,0.214919822566405,-0.22134370153416602,0
female,west ryanchester,loan,0.7884553079874759,-0.6471768109382816,-0.01899871311619175,5.19933758270342,5.19933758270342,0.214919822566405,-0.13337869485727427,0
female,port kenneth,checking,0.11062728256906962,-0.3588334068058776,-1.3115865617639662,-1.1047469132423215,0.8735150946146939,0.214919822566405,1.1497417570435928,0
female,robbinsside,loan,0.8516751900941525,-0.7529974415343901,-0.8148321406398674,-5.199337582605575,0.33087257172641926,-0.7546642694731029,1.5584816308643838,1
female,abbottborough,savings,-1.064091420055003,1.2075322646773317,-1.1946288675735484,0.214919822566405,-0.12958231367213702,-0.005018295886876338,-1.352622764219689,1
female,brucemouth,checking,0.15619936674212687,0.5092020438642008,1.1431608476275503,0.214919822566405,5.19933758270342,-0.005018295886876338,-5.199337582605575,1
female,clarkstad,savings,-1.5057470057123412,-1.3432866315231822,-0.5331807248010114,5.19933758270342,0.8735150946146939,-0.7546642694731029,0.5583922312531168,1
female,harveymouth,loan,-0.12452336608306731,0.6044484299541532,0.5951629082152335,-0.24454751539312974,-0.12958231367213702,-0.23679888988190287,-0.7884553079874757,0
female,port kathryn,checking,-0.17655256044863027,0.5092020438642008,0.4060563344227512,1.0864560455350232,0.33087257172641926,0.4224827724521058,-1.352622764219689,1
female,lake michele,savings,0.11062728256906962,-1.1521748037349773,-0.2008087757541848,0.214919822566405,0.8735150946146939,-5.199337582605575,0.6580429849889554,0
female,leton,savings,-0.7087518565195292,0.7039217888285135,2.272082503022593,-0.012546016181542559,-0.12958231367213702,0.87719564638236,-0.48648036042064524,0
male,morganview,loan,-0.03011419991126472,-0.27048547902722114,-1.1283871461473747,-0.012546016181542559,-5.199337582605575,-1.0978447837084992,1.1497417570435928,0
male,east bryan,savings,-1.679302556120626,1.401176963756683,-0.882548077910114,0.7380888474045281,-5.199337582605575,0.214919822566405,-1.352622764219689,0
male,hannahton,loan,0.7884553079874759,-0.6471768109382816,0.03503527117232809,0.7380888474045281,-5.199337582605575,-0.4808394206668124,0.3722459868401697,0
male,amymouth,savings,-1.368450292253209,0.4142668635342554,0.8122023720795829,1.0864560455350232,0.8735150946146939,-1.0978447837084992,-1.6067550689692431,1
female,garciafort,savings,1.072972882447743,0.4142668635342554,-1.025328852439425,1.0864560455350232,-0.12958231367213702,-5.199337582605575,-1.352622764219689,0
female,south kimberlytown,savings,-0.5394308637341483,-0.6471768109382816,1.8819251763834133,-0.012546016181542559,-5.199337582605575,-5.199337582605575,1.3310177115031379,1
female,new spencerstad,checking,-0.5939395388892443,-0.1842034490195002,-1.1628895184306023,0.4626104126272192,0.33087257172641926,1.184446818906046,0.1995381015268431,1
female,youngburgh,checking,0.11062728256906962,-1.3432866315231822,-0.3783910114522101,1.0864560455350232,-5.199337582605575,-0.005018295886876338,0.11441489263000099,0
male,west stephanie,loan,1.368450292253209,-1.6113332511692398,0.411603677494113,0.4626104126272192,0.8735150946146939,-5.199337582605575,0.6580429849889554,0
female,michaelside,savings,0.06402672253786497,0.15112149093066193,1.1853684404468408,0.7380888474045281,-0.6226211131134609,0.87719564638236,-0.580523622286316,0
female,south jody,savings,5.19933758270342,-0.7529974415343901,-2.1456891073890496,5.19933758270342,-0.6226211131134609,-0.4808394206668124,0.4612146045705889,0
male,west davidberg,savings,0.6642872083307605,-0.6471768109382816,1.317871237967557,0.7380888474045281,-0.12958231367213702,-0.23679888988190287,-0.8995338605921868,1
female,east whitney,loan,-0.436239926210473,1.2075322646773317,0.8513217366573914,-0.7563331967496455,-0.12958231367213702,-1.0978447837084992,0.8716792497377875,0
female,lake lorifurt,checking,-0.22777672762222836,-0.8680163439466392,0.7490241019509629,-0.48930663465583857,0.33087257172641926,-5.199337582605575,1.3310177115031379,0
male,shelbystad,loan,-0.5394308637341483,-1.6113332511692398,1.0171579449523136,5.19933758270342,0.33087257172641926,0.4224827724521058,0.287442172763095,0
female,hernandezburgh,savings,0.5569266030950195,-0.5481577591460677,1.1678602980491903,-0.012546016181542559,0.33087257172641926,-0.4808394206668124,0.1995381015268431,1
female,east logan,checking,0.6119957936995944,-1.1521748037349773,0.3153321761201755,-0.24454751539312974,-0.6226211131134609,-1.0978447837084992,-5.199337582605575,1
male,josephton,loan,-1.679302556120626,-1.6113332511692398,0.8529695518928586,-0.24454751539312974,-5.199337582605575,0.4224827724521058,-0.04894771798160358,0
female,mckinneyfurt,checking,1.164443705970982,1.061884134877072,-1.3303550316929775,-0.24454751539312974,5.19933758270342,-5.199337582605575,-0.580523622286316,1
female,west jonathanbury,savings,-1.064091420055003,0.8126540791496972,-2.5066001511179894,5.19933758270342,0.8735150946146939,-5.199337582605575,1.873053040341307,1
female,new kristineport,loan,0.3428228539644613,-1.3432866315231822,-0.28980311143010273,1.0864560455350232,0.8735150946146939,-0.7546642694731029,0.6580429849889554,0
female,hamiltonville,savings,0.3428228539644613,-0.5481577591460677,-1.6338992300917266,-5.199337582605575,5.19933758270342,-0.4808394206668124,-0.22134370153416602,1
male,ryanbury,savings,0.9184977079651129,0.8126540791496972,1.061381847180726,0.4626104126272192,-5.199337582605575,0.4224827724521058,-1.1768904376238725,0
female,kruegerton,savings,0.38978343113916375,1.401176963756683,-0.7660329637962399,-1.1047469132423215,0.8735150946146939,5.19933758270342,0.9979196589738001,1
female,new maria,savings,-1.5057470057123412,0.4142668635342554,0.9818353763255251,0.7380888474045281,-5.199337582605575,-1.0978447837084992,0.6580429849889554,1
male,port richard,loan,-0.07534534997376305,0.5092020438642008,-1.5796294794675763,0.214919822566405,-0.6226211131134609,-0.23679888988190287,0.287442172763095,1
female,amyport,savings,0.11062728256906962,-0.01380069383179158,-0.3686611912813515,-0.48930663465583857,-0.6226211131134609,0.4224827724521058,-0.04894771798160358,1
female,carpentermouth,savings,0.11062728256906962,0.5092020438642008,-1.3611291424836853,5.19933758270342,-0.12958231367213702,-1.0978447837084992,1.1497417570435928,0
male,lake cheryl,loan,1.6590927841580632,1.2075322646773317,0.10233745033856095,-0.012546016181542559,-0.6226211131134609,-0.4808394206668124,-0.7884553079874757,1
male,port tracy,savings,-0.6533766109715351,0.9339099412610548,-1.0639665609394138,-0.012546016181542559,-0.6226211131134609,-0.23679888988190287,0.287442172763095,0
female,port belindaburgh,savings,-0.07534534997376305,-1.6113332511692398,0.7847275288304273,-0.012546016181542559,5.19933758270342,-1.0978447837084992,-0.48648036042064524,0
male,new lukeview,checking,-1.368450292253209,0.6044484299541532,0.07777256397118724,-1.1047469132423215,-5.199337582605575,-5.199337582605575,-0.8995338605921868,0
male,campbellfort,savings,0.38978343113916375,-1.6113332511692398,-0.5737086553714161,0.7380888474045281,-5.199337582605575,1.184446818906046,-0.13337869485727427,0
female,cruzmouth,loan,-1.064091420055003,-0.01380069383179158,0.29869979888936293,0.7380888474045281,-5.199337582605575,1.184446818906046,0.4612146045705889,0
female,port williammouth,savings,0.5569266030950195,1.401176963756683,-0.7742712293966273,1.0864560455350232,5.19933758270342,-0.005018295886876338,-0.7884553079874757,1
female,nunezburgh,loan,-0.9835733673308722,-0.27048547902722114,1.446281763554076,-0.012546016181542559,-0.12958231367213702,-1.0978447837084992,1.3310177115031379,0
male,emmashire,loan,0.15619936674212687,0.4142668635342554,-0.7068845701569141,0.7380888474045281,-0.6226211131134609,-1.0978447837084992,0.7596773891978573,0
male,kellyland,checking,0.9184977079651129,0.0690561248072033,0.5212079695078466,-0.48930663465583857,0.8735150946146939,-0.005018295886876338,-0.307111166190688,0
female,danielleborough,savings,-1.5057470057123412,-0.4514688766453589,1.2621909169889955,1.0864560455350232,-0.6226211131134609,-0.23679888988190287,-0.48648036042064524,1
male,brandibury,loan,0.2966067370967755,-0.09801306125907777,0.1295910029084251,-0.24454751539312974,0.8735150946146939,-0.23679888988190287,0.4612146045705889,1
male,port jenna,savings,0.49922963766005257,1.2075322646773317,0.6336620960075754,5.19933758270342,0.8735150946146939,-0.005018295886876338,1.5584816308643838,1
female,jordanbury,savings,-0.6533766109715351,-0.8680163439466392,1.5183316281906074,-5.199337582605575,-0.12958231367213702,-0.23679888988190287,-0.48648036042064524,1
male,amyview,loan,0.15619936674212687,-0.4514688766453589,-0.28507974102337635,-1.1047469132423215,-5.199337582605575,0.87719564638236,0.4612146045705889,1
female,samanthashire,savings,1.4941549086209052,-1.6113332511692398,2.1745690944913023,-0.7563331967496455,0.33087257172641926,0.87719564638236,1.1497417570435928,1
female,north bradleyfurt,checking,-0.908974922317965,0.7039217888285135,-0.8304136308885962,-1.1047469132423215,-5.199337582605575,-5.199337582605575,1.5584816308643838,1
female,east amanda,savings,0.24972140621486769,-0.27048547902722114,0.10539459832782919,5.19933758270342,0.8735150946146939,5.19933758270342,-1.6067550689692431,0
female,audreyfurt,savings,1.8877534354042722,-0.5481577591460677,0.45678384232281993,-0.012546016181542559,5.19933758270342,-1.0978447837084992,-0.7884553079874757,1
female,port valerie,loan,1.368450292253209,0.5092020438642008,0.004426543131256637,0.214919822566405,-5.199337582605575,-1.0978447837084992,0.3722459868401697,0
female,chambersfurt,checking,0.24972140621486769,0.7039217888285135,0.5087661647850137,1.0864560455350232,-0.6226211131134609,-0.23679888988190287,-1.352622764219689,1
female,west curtisside,checking,-0.12452336608306731,-1.1521748037349773,-0.15640081870546466,-0.24454751539312974,-0.6226211131134609,-0.23679888988190287,-1.6067550689692431,0
male,erikville,savings,0.7249732056113145,-0.9979196589738004,0.3596871511045771,-0.012546016181542559,-5.199337582605575,0.214919822566405,0.6580429849889554,1
female,peggyfurt,savings,0.2966067370967755,-5.199337582605575,0.44061677234304936,-0.012546016181542559,-0.6226211131134609,-0.4808394206668124,0.287442172763095,1
female,harrisborough,savings,1.072972882447743,0.9339099412610548,0.9084237984359648,0.214919822566405,-0.6226211131134609,0.214919822566405,0.8716792497377875,0
female,laurenton,loan,-1.679302556120626,0.0690561248072033,-0.8104499467239752,0.4626104126272192,-0.6226211131134609,-1.0978447837084992,-0.580523622286316,0
female,west christinatown,savings,-1.5057470057123412,1.061884134877072,-0.9213943907633522,-0.24454751539312974,0.8735150946146939,-1.0978447837084992,-1.352622764219689,1
female,south michele,checking,-0.436239926210473,-0.1842034490195002,2.107468817623738,-0.012546016181542559,0.33087257172641926,0.4224827724521058,-0.39384741763566583,0
male,east michaelberg,checking,0.9917462545024419,-0.09801306125907777,-0.6049539283558746,-5.199337582605575,-0.12958231367213702,-0.23679888988190287,0.3722459868401697,1
female,jeremyport,savings,1.368450292253209,-0.1842034490195002,0.8266195872175282,0.4626104126272192,-5.199337582605575,-1.0978447837084992,0.8716792497377875,0
male,morseburgh,savings,-0.5939395388892443,-0.7529974415343901,-0.13704808227812063,-0.7563331967496455,5.19933758270342,-0.23679888988190287,-1.352622764219689,1
female,samueltown,savings,-0.17655256044863027,0.9339099412610548,0.0385954833024696,-0.012546016181542559,-0.6226211131134609,-5.199337582605575,1.873053040341307,1
female,new sharonstad,savings,0.7884553079874759,0.8126540791496972,0.4733031208061813,-0.24454751539312974,0.33087257172641926,-0.23679888988190287,-0.04894771798160358,0
female,port shawn,loan,-5.199337582605575,-1.6113332511692398,-0.045165706799775454,-1.1047469132423215,-5.199337582605575,1.184446818906046,1.5584816308643838,0
male,lake annettefurt,checking,0.6119957936995944,-5.199337582605575,0.12201372934498277,-0.24454751539312974,-5.199337582605575,-5.199337582605575,-0.22134370153416602,1
female,evansfort,savings,0.6119957936995944,-1.6113332511692398,-0.98285069797463,0.7380888474045281,-5.199337582605575,5.19933758270342,-0.48648036042064524,0
female,north jeffrey,savings,-0.8355583582575467,0.0690561248072033,-0.6641725320215993,0.214919822566405,5.19933758270342,-0.23679888988190287,-0.48648036042064524,1
female,new kenneth,loan,1.072972882447743,-0.8680163439466392,1.1170703057309654,0.7380888474045281,0.8735150946146939,-0.4808394206668124,-0.7884553079874757,1
female,south john,loan,-0.5939395388892443,0.8126540791496972,-1.2042467062394908,-0.012546016181542559,0.8735150946146939,-5.199337582605575,1.3310177115031379,0
female,harmonland,savings,0.7884553079874759,0.8126540791496972,-0.039938624513076386,1.0864560455350232,-5.199337582605575,-0.005018295886876338,-0.6800125783688009,1
female,port rebeccatown,loan,0.9184977079651129,-0.09801306125907777,-0.6584516237320512,-0.7563331967496455,0.8735150946146939,-0.005018295886876338,-1.352622764219689,0
female,lindseyside,savings,0.5569266030950195,-5.199337582605575,-0.7942163589346808,-0.012546016181542559,0.33087257172641926,5.19933758270342,-0.7884553079874757,0
male,lake janet,savings,0.2966067370967755,-0.9979196589738004,-0.6717740323675772,0.214919822566405,0.33087257172641926,-0.23679888988190287,-5.199337582605575,1
female,north mirandaton,loan,0.9184977079651129,-5.199337582605575,-0.41426778204941195,-0.012546016181542559,0.33087257172641926,-5.199337582605575,0.9979196589738001,1
female,romanville,savings,-0.5394308637341483,-0.1842034490195002,0.7546697463449212,5.19933758270342,-0.6226211131134609,-0.005018295886876338,0.033879835403491765,1
male,port jasmineland,savings,0.2966067370967755,1.401176963756683,-0.09790755153451568,-0.48930663465583857,0.33087257172641926,-0.7546642694731029,0.11441489263000099,0
male,julieview,savings,0.06402672253786497,0.7039217888285135,1.000682859765635,5.19933758270342,-0.12958231367213702,0.634851110209644,0.5583922312531168,1
female,port helen,loan,1.8877534354042722,-0.6471768109382816,-1.3467119441368167,-5.199337582605575,-0.12958231367213702,5.19933758270342,1.5584816308643838,0
female,port paulbury,checking,-5.199337582605575,0.2342191939146195,1.2573494096713116,-0.012546016181542559,-0.12958231367213702,5.19933758270342,-0.22134370153416602,0
female,shannonmouth,savings,1.368450292253209,-1.1521748037349773,0.6159542294085331,0.7380888474045281,0.8735150946146939,0.87719564638236,-1.025122680009755,0
female,erikastad,savings,-1.5057470057123412,5.19933758270342,0.15573072889199127,1.0864560455350232,5.19933758270342,-5.199337582605575,0.5583922312531168,1
female,lake matthew,loan,5.19933758270342,0.15112149093066193,-1.6777755987034362,5.19933758270342,5.19933758270342,-0.4808394206668124,-5.199337582605575,0
female,charlestown,savings,-1.5057470057123412,0.2342191939146195,1.2470007732767345,0.214919822566405,-0.6226211131134609,0.4224827724521058,0.287442172763095,0
male,new sharon,savings,-0.3816746537655627,1.061884134877072,-0.04641404454963719,-0.24454751539312974,0.33087257172641926,-0.4808394206668124,-1.352622764219689,0
male,lake charlesborough,savings,5.19933758270342,-1.6113332511692398,-0.2186986452150401,-0.7563331967496455,0.33087257172641926,-0.7546642694731029,-5.199337582605575,1
female,coreyville,checking,-5.199337582605575,1.2075322646773317,0.4143636901773713,0.4626104126272192,5.19933758270342,0.214919822566405,-1.1768904376238725,0
female,port bryanshire,checking,0.5569266030950195,5.19933758270342,-1.4783315986659258,0.4626104126272192,-0.6226211131134609,-0.005018295886876338,-1.1768904376238725,0
female,emilyberg,savings,-1.5057470057123412,0.0690561248072033,1.470827259842687,-0.48930663465583857,-0.12958231367213702,0.87719564638236,0.1995381015268431,0
male,port erin,savings,0.38978343113916375,-0.1842034490195002,0.28385559401138244,-0.012546016181542559,-5.199337582605575,-0.4808394206668124,0.8716792497377875,0
male,thompsonbury,loan,1.368450292253209,0.9339099412610548,0.05708703801962243,-0.24454751539312974,-0.12958231367213702,0.634851110209644,0.5583922312531168,1
male,jonathantown,savings,-0.22777672762222836,-0.7529974415343901,1.4338196756763164,-0.7563331967496455,-0.6226211131134609,0.4224827724521058,1.5584816308643838,0
female,south angiestad,checking,1.072972882447743,1.6590927841580632,-0.21838043337880733,-0.7563331967496455,0.33087257172641926,1.184446818906046,-0.22134370153416602,1
male,wagnerbury,loan,0.8516751900941525,-0.27048547902722114,-0.7978594027532177,-0.24454751539312974,0.33087257172641926,5.19933758270342,-0.04894771798160358,0
